unit_id,heading_id,level,order_idx,path,h1,h2,h3,h4,h5,h6,sentence_text,token_start,token_end
U002609,H000041,4,14,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Upāsakavidhikathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Upāsakavidhikathāvaṇṇanā,,,"Imā kho, bhikkhave, pañca vaṇijjā upāsakena akaraṇīyā’’ti (a. ni. 5.177).",25531,25540
U002610,H000041,4,15,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Upāsakavidhikathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Upāsakavidhikathāvaṇṇanā,,,"Kā vipattīti yā tasseva sīlassa ca ājīvassa ca vipatti, ayamassa vipatti.",25541,25551
U002611,H000041,4,16,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Upāsakavidhikathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Upāsakavidhikathāvaṇṇanā,,,Apica yāya esa caṇḍālo ceva hoti malañca patikuṭṭho ca.,25552,25560
U002612,H000041,4,17,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Upāsakavidhikathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Upāsakavidhikathāvaṇṇanā,,,Sāpissa vipattīti veditabbā.,25561,25563
U002613,H000041,4,18,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Upāsakavidhikathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Upāsakavidhikathāvaṇṇanā,,,Te ca atthato assaddhiyādayo pañca dhammā honti.,25564,25570
U002614,H000041,4,19,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Upāsakavidhikathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Upāsakavidhikathāvaṇṇanā,,,"Yathāha ‘‘pañcahi, bhikkhave, dhammehi samannāgato upāsako upāsakacaṇḍālo ca hoti upāsakamalañca upāsakapatikuṭṭho ca.",25571,25582
U002615,H000041,4,20,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Upāsakavidhikathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Upāsakavidhikathāvaṇṇanā,,,"Katamehi pañcahi? Assaddho hoti, dussīlo hoti, kotūhalamaṅgaliko hoti, maṅgalaṃ pacceti no kammaṃ, ito ca bahiddhā dakkhiṇeyyaṃ pariyesati tattha ca pubbakāraṃ karotī’’ti (a. ni. 5.175).",25583,25606
U002616,H000041,4,21,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Upāsakavidhikathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Upāsakavidhikathāvaṇṇanā,,,"Kā sampattīti yā cassa sīlasampadā ca ājīvasampadā ca, sā sampatti.",25607,25616
U002617,H000041,4,22,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Upāsakavidhikathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Upāsakavidhikathāvaṇṇanā,,,Ye cassa ratanabhāvādikarā saddhādayo pañca dhammā.,25617,25622
U002618,H000041,4,23,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Upāsakavidhikathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Upāsakavidhikathāvaṇṇanā,,,"Yathāha ‘‘pañcahi, bhikkhave, dhammehi samannāgato upāsako upāsakaratanañca hoti upāsakapadumañca upāsakapuṇḍarīkañca.",25623,25632
U002619,H000041,4,24,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Upāsakavidhikathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Upāsakavidhikathāvaṇṇanā,,,"Katamehi pañcahi? Saddho hoti, sīlavā hoti, na kotūhalamaṅgaliko hoti, kammaṃ pacceti no maṅgalaṃ, na ito bahiddhā dakkhiṇeyyaṃ gavesati, idha ca pubbakāraṃ karotī’’ti (a. ni. 5.175).",25633,25657
U002620,H000041,4,25,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Upāsakavidhikathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Upāsakavidhikathāvaṇṇanā,,,Ajjataggeti ettha ayaṃ aggasaddo ādikoṭikoṭṭhāsaseṭṭhesu dissati.,25658,25663
U002621,H000041,4,26,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Upāsakavidhikathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Upāsakavidhikathāvaṇṇanā,,,"‘‘Ajjatagge, samma dovārika, āvarāmi dvāraṃ nigaṇṭhānaṃ nigaṇṭhīna’’ntiādīsu (ma. ni. 2.70) hi ādimhi dissati.",25664,25676
U002622,H000041,4,27,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Upāsakavidhikathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Upāsakavidhikathāvaṇṇanā,,,"‘‘Teneva aṅgulaggena taṃ aṅgulaggaṃ parāmaseyya, (kathā. 441) ucchaggaṃ veḷagga’’ntiādīsu koṭiyaṃ.",25677,25686
U002623,H000041,4,28,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Upāsakavidhikathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Upāsakavidhikathāvaṇṇanā,,,"‘‘Ambilaggaṃ vā madhuraggaṃ vā tittakaggaṃ vā (saṃ. ni. 5.374), anujānāmi, bhikkhave, vihāraggena vā pariveṇaggena vā bhājetu’’ntiādīsu (cūḷava. 318) koṭṭhāse.",25687,25705
U002624,H000041,4,29,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Upāsakavidhikathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Upāsakavidhikathāvaṇṇanā,,,"‘‘Yāvatā, bhikkhave, sattā apadā vā…pe… tathāgato tesaṃ aggamakkhāyatī’’tiādīsu (a. ni. 4.34) seṭṭhe.",25706,25717
U002625,H000041,4,30,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Upāsakavidhikathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Upāsakavidhikathāvaṇṇanā,,,Idha panāyaṃ ādimhi daṭṭhabbo.,25718,25721
U002626,H000041,4,31,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Upāsakavidhikathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Upāsakavidhikathāvaṇṇanā,,,"Tasmā ajjataggeti ajjataṃ ādiṃ katvā, evamettha attho veditabbo.",25722,25729
U002627,H000041,4,32,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Upāsakavidhikathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Upāsakavidhikathāvaṇṇanā,,,Ajjatanti ajjabhāvaṃ.,25730,25731
U002628,H000041,4,33,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Upāsakavidhikathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Upāsakavidhikathāvaṇṇanā,,,"Ajjadaggeti vā pāṭho, da-kāro padasandhikaro, ajja aggaṃ katvāti attho.",25732,25740
U002629,H000041,4,34,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Upāsakavidhikathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Upāsakavidhikathāvaṇṇanā,,,"Pāṇupetanti pāṇehi upetaṃ, yāva me jīvitaṃ pavattati, tāva upetaṃ.",25741,25749
U002630,H000041,4,35,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Upāsakavidhikathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Upāsakavidhikathāvaṇṇanā,,,Anaññasatthukaṃ tīhi saraṇagamanehi saraṇaṃ gataṃ upāsakaṃ kappiyakārakaṃ maṃ bhavaṃ gotamo dhāretu jānātu.,25750,25761
U002631,H000041,4,36,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Upāsakavidhikathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Upāsakavidhikathāvaṇṇanā,,,"Ahañhi sacepi me tikhiṇena asinā sīsaṃ chindeyya, neva buddhaṃ ‘‘na buddho’’ti vā dhammaṃ ‘‘na dhammo’’ti vā, saṅghaṃ ‘‘na saṅgho’’ti vā vadeyyanti.",25762,25782
U002632,H000041,4,37,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Upāsakavidhikathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Upāsakavidhikathāvaṇṇanā,,,Evaṃ attasanniyyātanena saraṇaṃ gantvā catūhi ca paccayehi pavāretvā uṭṭhāyāsanā bhagavantaṃ abhivādetvā tikkhattuṃ padakkhiṇaṃ katvā pakkāmīti.,25783,25797
U002633,H000041,4,38,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Upāsakavidhikathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Upāsakavidhikathāvaṇṇanā,,,Upāsakavidhikathāvaṇṇanā niṭṭhitā.,25798,25799
U002634,H000041,4,39,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Upāsakavidhikathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Upāsakavidhikathāvaṇṇanā,,,Papañcasūdaniyā majjhimanikāyaṭṭhakathāya Bhayabheravasuttavaṇṇanā niṭṭhitā.,25800,25803
U002635,H000042,4,1,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 5. Anaṅgaṇasuttavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,5. Anaṅgaṇasuttavaṇṇanā,,,57. Evaṃ me sutaṃ…pe… āyasmā sāriputtoti anaṅgaṇasuttaṃ.,25806,25812
U002636,H000042,4,2,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 5. Anaṅgaṇasuttavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,5. Anaṅgaṇasuttavaṇṇanā,,,"Tatrāyaṃ anuttānapadavaṇṇanā – yathā cettha, evaṃ sabbasuttesu.",25813,25819
U002637,H000042,4,3,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 5. Anaṅgaṇasuttavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,5. Anaṅgaṇasuttavaṇṇanā,,,Tasmā ito paraṃ ettakampi avatvā apubbapadavaṇṇanaṃyeva karissāma.,25820,25826
U002638,H000042,4,4,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 5. Anaṅgaṇasuttavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,5. Anaṅgaṇasuttavaṇṇanā,,,Cattāroti gaṇanaparicchedo.,25827,25828
U002639,H000042,4,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 5. Anaṅgaṇasuttavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,5. Anaṅgaṇasuttavaṇṇanā,,,Puggalāti sattā narā posā.,25829,25832
U002640,H000042,4,6,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > 5. Anaṅgaṇasuttavaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,5. Anaṅgaṇasuttavaṇṇanā,,,"Ettāvatā ca puggalavādī mahātheroti na gahetabbaṃ, ayañhi āyasmā buddhaputtānaṃ seṭṭho, so buddhassa bhagavato desanaṃ avilomentoyeva deseti.",25833,25848
U002641,H000043,4,1,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Sammutiparamatthadesanākathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Sammutiparamatthadesanākathāvaṇṇanā,,,"Buddhassa bhagavato duvidhā desanā sammutidesanā, paramatthadesanā cāti.",25850,25856
U002642,H000043,4,2,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Sammutiparamatthadesanākathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Sammutiparamatthadesanākathāvaṇṇanā,,,Tattha puggalo satto itthī puriso khattiyo brāhmaṇo devo māroti evarūpā sammutidesanā.,25857,25867
U002643,H000043,4,3,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Sammutiparamatthadesanākathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Sammutiparamatthadesanākathāvaṇṇanā,,,"Aniccaṃ dukkhaṃ anattā, khandhā dhātū āyatanāni satipaṭṭhānāti evarūpā paramatthadesanā.",25868,25876
U002644,H000043,4,4,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Sammutiparamatthadesanākathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Sammutiparamatthadesanākathāvaṇṇanā,,,"Tattha bhagavā ye sammutivasena desanaṃ sutvā atthaṃ paṭivijjhitvā mohaṃ pahāya visesaṃ adhigantuṃ samatthā, tesaṃ sammutidesanaṃ deseti.",25877,25892
U002645,H000043,4,5,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Sammutiparamatthadesanākathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Sammutiparamatthadesanākathāvaṇṇanā,,,"Ye pana paramatthavasena desanaṃ sutvā atthaṃ paṭivijjhitvā mohaṃ pahāya visesamadhigantuṃ samatthā, tesaṃ paramatthadesanaṃ deseti.",25893,25906
U002646,H000043,4,6,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Sammutiparamatthadesanākathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Sammutiparamatthadesanākathāvaṇṇanā,,,"Tatthāyaṃ upamā, yathā hi desabhāsākusalo tiṇṇaṃ vedānaṃ atthasaṃvaṇṇanako ācariyo ye damiḷabhāsāya vutte atthaṃ jānanti, tesaṃ damiḷabhāsāya ācikkhati.",25907,25923
U002647,H000043,4,7,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Sammutiparamatthadesanākathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Sammutiparamatthadesanākathāvaṇṇanā,,,"Ye andhakabhāsādīsu aññatarāya, tesaṃ tāya tāya bhāsāya.",25924,25930
U002648,H000043,4,8,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Sammutiparamatthadesanākathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Sammutiparamatthadesanākathāvaṇṇanā,,,Evaṃ te māṇavakā chekaṃ byattaṃ ācariyamāgamma khippameva sippaṃ uggaṇhanti.,25931,25939
U002649,H000043,4,9,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Sammutiparamatthadesanākathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Sammutiparamatthadesanākathāvaṇṇanā,,,Tattha ācariyo viya buddho bhagavā.,25940,25944
U002650,H000043,4,10,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Sammutiparamatthadesanākathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Sammutiparamatthadesanākathāvaṇṇanā,,,Tayo vedā viya kathetabbabhāvena ṭhitāni tīṇi piṭakāni.,25945,25951
U002651,H000043,4,11,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Sammutiparamatthadesanākathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Sammutiparamatthadesanākathāvaṇṇanā,,,Desabhāsākosallamiva sammutiparamatthakosallaṃ.,25952,25953
U002652,H000043,4,12,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Sammutiparamatthadesanākathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Sammutiparamatthadesanākathāvaṇṇanā,,,Nānādesabhāsā māṇavakā viya sammutiparamatthadesanāpaṭivijjhanasamatthā veneyyasattā.,25954,25958
U002653,H000043,4,13,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Sammutiparamatthadesanākathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Sammutiparamatthadesanākathāvaṇṇanā,,,Ācariyassa damiḷabhāsādiācikkhanaṃ viya bhagavato sammutiparamatthavasena desanā veditabbā.,25959,25965
U002654,H000043,4,14,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Sammutiparamatthadesanākathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Sammutiparamatthadesanākathāvaṇṇanā,,,"Āha cettha – ‘‘Duve saccāni akkhāsi, sambuddho vadataṃ varo; Sammutiṃ paramatthañca, tatiyaṃ nūpalabbhati.",25966,25978
U002655,H000043,4,15,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Sammutiparamatthadesanākathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Sammutiparamatthadesanākathāvaṇṇanā,,,"Saṅketavacanaṃ saccaṃ, lokasammutikāraṇā; Paramatthavacanaṃ saccaṃ, dhammānaṃ bhūtakāraṇā.",25979,25985
U002656,H000043,4,16,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Sammutiparamatthadesanākathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Sammutiparamatthadesanākathāvaṇṇanā,,,"Tasmā vohārakusalassa, lokanāthassa satthuno; Sammutiṃ voharantassa, musāvādo na jāyatī’’ti.",25986,25994
U002657,H000043,4,17,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Sammutiparamatthadesanākathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Sammutiparamatthadesanākathāvaṇṇanā,,,"Apica aṭṭhahi kāraṇehi bhagavā puggalakathaṃ katheti – hirottappadīpanatthaṃ, kammassakatādīpanatthaṃ, paccattapurisakāradīpanatthaṃ, ānantariyadīpanatthaṃ, brahmavihāradīpanatthaṃ, pubbenivāsadīpanatthaṃ, dakkhiṇāvisuddhidīpanatthaṃ, lokasammutiyā appahānatthañcāti.",25995,26010
U002658,H000043,4,18,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Sammutiparamatthadesanākathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Sammutiparamatthadesanākathāvaṇṇanā,,,"‘‘Khandhadhātuāyatanāni hirīyanti ottappantī’’ti hi vutte mahājano na jānāti, sammohamāpajjati, paṭisattu hoti ‘‘kimidaṃ khandhadhātuāyatanāni hirīyanti ottappanti nāmā’’ti.",26011,26026
U002659,H000043,4,19,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Sammutiparamatthadesanākathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Sammutiparamatthadesanākathāvaṇṇanā,,,"‘‘Itthī hirīyati ottappati puriso khattiyo brāhmaṇo devo māro’’ti vutte pana jānāti, na sammohamāpajjati, na paṭisattu hoti.",26027,26042
U002660,H000043,4,20,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Sammutiparamatthadesanākathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Sammutiparamatthadesanākathāvaṇṇanā,,,Tasmā bhagavā hirottappadīpanatthaṃ puggalakathaṃ katheti.,26043,26047
U002661,H000043,4,21,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Sammutiparamatthadesanākathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Sammutiparamatthadesanākathāvaṇṇanā,,,‘‘Khandhā kammassakā dhātuyo āyatanānī’’ti vuttepi eseva nayo.,26048,26054
U002662,H000043,4,22,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Sammutiparamatthadesanākathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Sammutiparamatthadesanākathāvaṇṇanā,,,Tasmā bhagavā kammassakatādīpanatthaṃ puggalakathaṃ katheti.,26055,26059
U002663,H000043,4,23,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Sammutiparamatthadesanākathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Sammutiparamatthadesanākathāvaṇṇanā,,,‘‘Veḷuvanādayo mahāvihārā khandhehi kārāpitā dhātūhi āyatanehī’’ti vuttepi eseva nayo.,26060,26068
U002664,H000043,4,24,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Sammutiparamatthadesanākathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Sammutiparamatthadesanākathāvaṇṇanā,,,Tasmā bhagavā paccattapurisakāradīpanatthaṃ puggalakathaṃ katheti.,26069,26073
U002665,H000043,4,25,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Sammutiparamatthadesanākathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Sammutiparamatthadesanākathāvaṇṇanā,,,"‘‘Khandhā mātaraṃ jīvitā voropenti pitaraṃ arahantaṃ ruhiruppādakammaṃ karonti, saṅghabhedakammaṃ karonti, dhātuyo āyatanānī’’ti vuttepi eseva nayo.",26074,26088
U002666,H000043,4,26,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Sammutiparamatthadesanākathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Sammutiparamatthadesanākathāvaṇṇanā,,,Tasmā bhagavā ānantariyadīpanatthaṃ puggalakathaṃ katheti.,26089,26093
U002667,H000043,4,27,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Sammutiparamatthadesanākathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Sammutiparamatthadesanākathāvaṇṇanā,,,‘‘Khandhā mettāyanti dhātuyo āyatanānī’’ti vuttepi eseva nayo.,26094,26100
U002668,H000043,4,28,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Sammutiparamatthadesanākathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Sammutiparamatthadesanākathāvaṇṇanā,,,Tasmā bhagavā brahmavihāradīpanatthaṃ puggalakathaṃ katheti.,26101,26105
U002669,H000043,4,29,Majjhimanikāye > Mūlapaṇṇāsa-aṭṭhakathā > 1. Mūlapariyāyavaggo > Sammutiparamatthadesanākathāvaṇṇanā,Majjhimanikāye,Mūlapaṇṇāsa-aṭṭhakathā,1. Mūlapariyāyavaggo,Sammutiparamatthadesanākathāvaṇṇanā,,,‘‘Khandhā pubbenivāsamanussaranti dhātuyo āyatanānī’’ti vuttepi eseva nayo.,26106,26112
