sentence_id,parent_chunk,token_start,token_end,sentence_text
MAIN004-S091,MAIN004,24862,24875,"Tapparāyaṇatā nāma ‘‘ajja ādiṃ katvā ahaṃ buddhaparāyaṇo, dhammaparāyaṇo, saṅghaparāyaṇo iti maṃ dhārethā’’ti evaṃ tapparāyaṇabhāvo."
MAIN004-S092,MAIN004,24876,24889,"Sissabhāvūpagamanaṃ nāma ‘‘ajja ādiṃ katvā ahaṃ buddhassa antevāsiko, dhammassa, saṅghassāti maṃ dhārethā’’ti evaṃ sissabhāvūpagamo."
MAIN004-S093,MAIN004,24890,24906,"Paṇipāto nāma ‘‘ajja ādiṃ katvā ahaṃ abhivādanapaccuṭṭhānaañjalikammasāmīcikammaṃ buddhādīnaṃyeva tiṇṇaṃ vatthūnaṃ karomi, iti maṃ dhārethā’’ti evaṃ buddhādīsu paramanipaccakāro."
MAIN004-S094,MAIN004,24907,24914,Imesañhi catunnaṃ ākārānaṃ aññatarampi karontena gahitaṃyeva hoti saraṇagamanaṃ.
MAIN004-S095,MAIN004,24915,24922,"Apica bhagavato attānaṃ pariccajāmi, dhammassa, saṅghassa attānaṃ pariccajāmi."
MAIN004-S096,MAIN004,24923,24942,"Jīvitaṃ pariccajāmi, pariccattoyeva me attā, pariccattaṃyeva me jīvitaṃ, jīvitapariyantikaṃ buddhaṃ saraṇaṃ gacchāmi, buddho me saraṇaṃ leṇaṃ tāṇanti evampi attasanniyyātanaṃ veditabbaṃ."
MAIN004-S097,MAIN004,24943,24966,"‘‘Satthārañca vatāhaṃ passeyyaṃ bhagavantameva passeyyaṃ, sugatañca vatāhaṃ passeyyaṃ bhagavantameva passeyyaṃ, sammāsambuddhañca vatāhaṃ passeyyaṃ bhagavantameva passeyya’’nti (saṃ. ni. 2.154) evampi mahākassapassa saraṇagamanaṃ viya sissabhāvūpagamanaṃ daṭṭhabbaṃ."
MAIN004-S098,MAIN004,24967,24991,"‘‘So ahaṃ vicarissāmi, gāmā gāmaṃ purā puraṃ; Namassamāno sambuddhaṃ, dhammassa ca sudhammata’’nti. (su. ni. 194; saṃ. ni. 1.246) – Evampi āḷavakādīnaṃ saraṇagamanaṃ viya tapparāyaṇatā veditabbā."
MAIN004-S099,MAIN004,24992,25029,"‘‘Atha kho brahmāyu brāhmaṇo uṭṭhāyāsanā ekaṃsaṃ uttarāsaṅgaṃ karitvā bhagavato pādesu sirasā nipatitvā bhagavato pādāni mukhena ca paricumbati, pāṇīhi ca parisambāhati, nāmañca sāveti brahmāyu ahaṃ, bho gotama, brāhmaṇo, brahmāyu ahaṃ, bho gotama, brāhmaṇo’’ti (ma. ni. 2.394) evampi paṇipāto daṭṭhabbo."
MAIN004-S100,MAIN004,25030,25034,So panesa ñātibhayācariyadakkhiṇeyyavasena catubbidho hoti.
MAIN004-S101,MAIN004,25035,25040,"Tattha dakkhiṇeyyapaṇipātena saraṇagamanaṃ hoti, na itarehi."
MAIN004-S102,MAIN004,25041,25059,"Seṭṭhavaseneva hi saraṇaṃ gayhati, seṭṭhavasena bhijjati, tasmā yo sākiyo vā koliyo vā ‘‘buddho amhākaṃ ñātako’’ti vandati, aggahitameva hoti saraṇaṃ."
MAIN004-S103,MAIN004,25060,25073,"Yo vā ‘‘samaṇo gotamo rājapūjito mahānubhāvo, avandiyamāno anatthampi kareyyā’’ti bhayena vandati, aggahitameva hoti saraṇaṃ."
MAIN004-S104,MAIN004,25074,25107,"Yo vā bodhisattakāle bhagavato santike kiñci uggahitaṃ saramāno buddhakāle vā – ‘‘Ekena bhoge bhuñjeyya, dvīhi kammaṃ payojaye; Catutthañca nidhāpeyya, āpadāsu bhavissatī’’ti. (dī. ni. 3.265) – Evarūpaṃ anusāsaniṃ uggahetvā ‘‘ācariyo me’’ti vandati, aggahitameva hoti saraṇaṃ."
MAIN004-S105,MAIN004,25108,25117,"Yo pana ‘‘ayaṃ loke aggadakkhiṇeyyo’’ti vandati, teneva gahitaṃ hoti saraṇaṃ."
MAIN004-S106,MAIN004,25118,25136,"Evaṃ gahitasaraṇassa ca upāsakassa vā upāsikāya vā aññatitthiyesu pabbajitampi ñātiṃ ‘‘ñātako me aya’’nti vandato saraṇagamanaṃ na bhijjati, pageva apabbajitaṃ."
MAIN004-S107,MAIN004,25137,25146,"Tathā rājānaṃ bhayavasena vandato, so hi raṭṭhapūjitattā avandiyamāno anatthampi kareyyāti."
MAIN004-S108,MAIN004,25147,25160,Tathā yaṃkiñci sippaṃ sikkhāpakaṃ titthiyaṃ ‘‘ācariyo me aya’’nti vandatopi na bhijjatīti evaṃ saraṇagamanappabhedo veditabbo.
MAIN004-S109,MAIN004,25161,25169,"Ettha ca lokuttarassa saraṇagamanassa cattāri sāmaññaphalāni vipākaphalaṃ, sabbadukkhakkhayo ānisaṃsaphalaṃ."
MAIN004-S110,MAIN004,25170,25182,"Vuttañhetaṃ – ‘‘Yo ca buddhañca dhammañca, saṅghañca saraṇaṃ gato; Cattāri ariyasaccāni, sammappaññāya passati."
MAIN004-S111,MAIN004,25183,25190,"Dukkhaṃ dukkhasamuppādaṃ, dukkhassa ca atikkamaṃ; Ariyañcaṭṭhaṅgikaṃ maggaṃ, dukkhūpasamagāminaṃ."
MAIN004-S112,MAIN004,25191,25209,"Etaṃ kho saraṇaṃ khemaṃ, etaṃ saraṇamuttamaṃ; Etaṃ saraṇamāgamma, sabbadukkhā pamuccatī’’ti. (dha. pa. 190-192); Apica niccato anupagamanādivasena petassa ānisaṃsaphalaṃ veditabbaṃ."
MAIN004-S113,MAIN004,25210,25251,"Vuttañhetaṃ, ‘‘aṭṭhānametaṃ, bhikkhave, anavakāso, yaṃ diṭṭhisampanno puggalo kañci saṅkhāraṃ niccato upagaccheyya, sukhato upagaccheyya, kañci dhammaṃ attato upagaccheyya, mātaraṃ jīvitā voropeyya, pitaraṃ arahantaṃ jīvitā voropeyya, duṭṭhacitto tathāgatassa lohitaṃ uppādeyya, saṅghaṃ bhindeyya, aññaṃ satthāraṃ uddiseyya, netaṃ ṭhānaṃ vijjatī’’ti (ma. ni. 3.128; a. ni. 1.268-276)."
MAIN004-S114,MAIN004,25252,25257,Lokiyassa pana saraṇagamanassa bhavasampadāpi bhogasampadāpi phalameva.
MAIN004-S115,MAIN004,25258,25315,"Vuttañhetaṃ – ‘‘Yekeci buddhaṃ saraṇaṃ gatāse, Na te gamissanti apāyabhūmiṃ; Pahāya mānusaṃ dehaṃ, Devakāyaṃ paripūressantī’’ti. (saṃ. ni. 1.37); Aparampi vuttaṃ ‘‘atha kho sakko devānamindo asītiyā devatāsahassehi saddhiṃ yenāyasmā mahāmoggallāno, tenupasaṅkami…pe… ekamantaṃ ṭhitaṃ kho sakkaṃ devānamindaṃ āyasmā mahāmoggallāno etadavoca ‘sādhu kho devānaminda buddhaṃ saraṇagamanaṃ hoti, buddhaṃ saraṇagamanahetu kho devānaminda evamidhekacce sattā kāyassa bhedā paraṃ maraṇā sugatiṃ saggaṃ lokaṃ upapajjantī’ti."
MAIN004-S116,MAIN004,25316,25337,Te aññe deve dasahi ṭhānehi adhigaṇhanti dibbena āyunā dibbena vaṇṇena sukhena yasena ādhipateyyena dibbehi rūpehi saddehi gandhehi rasehi phoṭṭhabbehī’’ti (saṃ. ni. 4.341).
MAIN004-S117,MAIN004,25338,25342,Esa nayo dhamme saṅghe ca.
MAIN004-S118,MAIN004,25343,25350,Apica velāmasuttādivasenāpi (a. ni. 9.20) saraṇagamanassa phalaviseso veditabbo.
MAIN004-S119,MAIN004,25351,25353,Evaṃ saraṇagamanaphalaṃ veditabbaṃ.
MAIN004-S120,MAIN004,25354,25364,"Tattha lokiyasaraṇagamanaṃ tīsu vatthūsu aññāṇasaṃsayamicchāñāṇādīhi saṃkilissati, na mahājutikaṃ hoti, na mahāvipphāraṃ."
MAIN004-S121,MAIN004,25365,25367,Lokuttarassa natthi saṃkileso.
MAIN004-S122,MAIN004,25368,25375,Lokiyassa ca saraṇagamanassa duvidho bhedo sāvajjo anavajjo ca.
MAIN004-S123,MAIN004,25376,25382,"Tattha sāvajjo aññasatthārādīsu attasanniyyātanādīhi hoti, so aniṭṭhaphalo."
MAIN004-S124,MAIN004,25383,25388,"Anavajjo kālaṃ kiriyāya, so avipākattā aphalo."
MAIN004-S125,MAIN004,25389,25392,Lokuttarassa pana nevatthi bhedo.
MAIN004-S126,MAIN004,25393,25405,Bhavantarepi hi ariyasāvako aññasatthāraṃ na uddisatīti evaṃ saraṇagamanassa saṃkileso ca bhedo ca veditabboti.
MAIN004-S127,MAIN004,25406,25419,"Upāsakaṃ maṃ bhavaṃ gotamo dhāretūti maṃ bhavaṃ gotamo ‘‘upāsako aya’’nti evaṃ dhāretu, jānātūti attho."
MAIN004-S128,MAIN004,25420,25421,Saraṇagamanakathāvaṇṇanā niṭṭhitā.
MAIN004-S129,MAIN004,25422,25440,"Upāsakavidhikathāvaṇṇanā Upāsakavidhikosallatthaṃ panettha ko upāsako, kasmā upāsakoti vuccati, kimassa sīlaṃ, ko ājīvo, kā vipatti, kā sampattīti idaṃ pakiṇṇakaṃ veditabbaṃ."
MAIN004-S130,MAIN004,25441,25447,Tattha ko upāsakoti yo koci tisaraṇagato gahaṭṭho.
MAIN004-S131,MAIN004,25448,25465,"Vuttañhetaṃ – ‘‘yato kho mahānāma upāsako buddhaṃ saraṇaṃ gato hoti, dhammaṃ saraṇaṃ gato hoti, saṅghaṃ saraṇaṃ gato hoti."
MAIN004-S132,MAIN004,25466,25473,Ettāvatā kho mahānāma upāsako hotī’’ti (saṃ. ni. 5.1033).
MAIN004-S133,MAIN004,25474,25477,Kasmā upāsakoti ratanattayassa upāsanato.
MAIN004-S134,MAIN004,25478,25482,So hi buddhaṃ upāsatīti upāsako.
MAIN004-S135,MAIN004,25483,25486,"Dhammaṃ, saṅghaṃ upāsatīti upāsako."
MAIN004-S136,MAIN004,25487,25490,Kimassa sīlanti pañca veramaṇiyo.
MAIN004-S137,MAIN004,25491,25505,"Yathāha ‘‘yato kho mahānāma upāsako pāṇātipātā paṭivirato hoti adinnādānā, kāmesu micchācārā, musāvādā, surāmerayamajjapamādaṭṭhānā paṭivirato hoti."
MAIN004-S138,MAIN004,25506,25514,Ettāvatā kho mahānāma upāsako sīlavā hotī’’ti (saṃ. ni. 5.1033).
MAIN004-S139,MAIN004,25515,25522,Ko ājīvoti pañca micchāvaṇijjā pahāya dhammena samena jīvitakappanaṃ.
MAIN004-S140,MAIN004,25523,25528,"Vuttañhetaṃ ‘‘pañcimā, bhikkhave, vaṇijjā upāsakena akaraṇīyā."
MAIN004-S141,MAIN004,25529,25535,"Katamā pañca? Satthavaṇijjā, sattavaṇijjā, maṃsavaṇijjā, majjavaṇijjā, visavaṇijjā."
MAIN004-S142,MAIN004,25536,25545,"Imā kho, bhikkhave, pañca vaṇijjā upāsakena akaraṇīyā’’ti (a. ni. 5.177)."
MAIN004-S143,MAIN004,25546,25556,"Kā vipattīti yā tasseva sīlassa ca ājīvassa ca vipatti, ayamassa vipatti."
MAIN004-S144,MAIN004,25557,25565,Apica yāya esa caṇḍālo ceva hoti malañca patikuṭṭho ca.
MAIN004-S145,MAIN004,25566,25568,Sāpissa vipattīti veditabbā.
MAIN004-S146,MAIN004,25569,25575,Te ca atthato assaddhiyādayo pañca dhammā honti.
MAIN004-S147,MAIN004,25576,25587,"Yathāha ‘‘pañcahi, bhikkhave, dhammehi samannāgato upāsako upāsakacaṇḍālo ca hoti upāsakamalañca upāsakapatikuṭṭho ca."
MAIN004-S148,MAIN004,25588,25611,"Katamehi pañcahi? Assaddho hoti, dussīlo hoti, kotūhalamaṅgaliko hoti, maṅgalaṃ pacceti no kammaṃ, ito ca bahiddhā dakkhiṇeyyaṃ pariyesati tattha ca pubbakāraṃ karotī’’ti (a. ni. 5.175)."
MAIN004-S149,MAIN004,25612,25621,"Kā sampattīti yā cassa sīlasampadā ca ājīvasampadā ca, sā sampatti."
MAIN004-S150,MAIN004,25622,25627,Ye cassa ratanabhāvādikarā saddhādayo pañca dhammā.
MAIN004-S151,MAIN004,25628,25637,"Yathāha ‘‘pañcahi, bhikkhave, dhammehi samannāgato upāsako upāsakaratanañca hoti upāsakapadumañca upāsakapuṇḍarīkañca."
MAIN004-S152,MAIN004,25638,25662,"Katamehi pañcahi? Saddho hoti, sīlavā hoti, na kotūhalamaṅgaliko hoti, kammaṃ pacceti no maṅgalaṃ, na ito bahiddhā dakkhiṇeyyaṃ gavesati, idha ca pubbakāraṃ karotī’’ti (a. ni. 5.175)."
MAIN004-S153,MAIN004,25663,25668,Ajjataggeti ettha ayaṃ aggasaddo ādikoṭikoṭṭhāsaseṭṭhesu dissati.
MAIN004-S154,MAIN004,25669,25681,"‘‘Ajjatagge, samma dovārika, āvarāmi dvāraṃ nigaṇṭhānaṃ nigaṇṭhīna’’ntiādīsu (ma. ni. 2.70) hi ādimhi dissati."
MAIN004-S155,MAIN004,25682,25691,"‘‘Teneva aṅgulaggena taṃ aṅgulaggaṃ parāmaseyya, (kathā. 441) ucchaggaṃ veḷagga’’ntiādīsu koṭiyaṃ."
MAIN004-S156,MAIN004,25692,25710,"‘‘Ambilaggaṃ vā madhuraggaṃ vā tittakaggaṃ vā (saṃ. ni. 5.374), anujānāmi, bhikkhave, vihāraggena vā pariveṇaggena vā bhājetu’’ntiādīsu (cūḷava. 318) koṭṭhāse."
MAIN004-S157,MAIN004,25711,25722,"‘‘Yāvatā, bhikkhave, sattā apadā vā…pe… tathāgato tesaṃ aggamakkhāyatī’’tiādīsu (a. ni. 4.34) seṭṭhe."
MAIN004-S158,MAIN004,25723,25726,Idha panāyaṃ ādimhi daṭṭhabbo.
MAIN004-S159,MAIN004,25727,25734,"Tasmā ajjataggeti ajjataṃ ādiṃ katvā, evamettha attho veditabbo."
MAIN004-S160,MAIN004,25735,25736,Ajjatanti ajjabhāvaṃ.
MAIN004-S161,MAIN004,25737,25745,"Ajjadaggeti vā pāṭho, da-kāro padasandhikaro, ajja aggaṃ katvāti attho."
MAIN004-S162,MAIN004,25746,25754,"Pāṇupetanti pāṇehi upetaṃ, yāva me jīvitaṃ pavattati, tāva upetaṃ."
MAIN004-S163,MAIN004,25755,25766,Anaññasatthukaṃ tīhi saraṇagamanehi saraṇaṃ gataṃ upāsakaṃ kappiyakārakaṃ maṃ bhavaṃ gotamo dhāretu jānātu.
MAIN004-S164,MAIN004,25767,25787,"Ahañhi sacepi me tikhiṇena asinā sīsaṃ chindeyya, neva buddhaṃ ‘‘na buddho’’ti vā dhammaṃ ‘‘na dhammo’’ti vā, saṅghaṃ ‘‘na saṅgho’’ti vā vadeyyanti."
MAIN004-S165,MAIN004,25788,25802,Evaṃ attasanniyyātanena saraṇaṃ gantvā catūhi ca paccayehi pavāretvā uṭṭhāyāsanā bhagavantaṃ abhivādetvā tikkhattuṃ padakkhiṇaṃ katvā pakkāmīti.
MAIN004-S166,MAIN004,25803,25804,Upāsakavidhikathāvaṇṇanā niṭṭhitā.
MAIN004-S167,MAIN004,25805,25808,Papañcasūdaniyā majjhimanikāyaṭṭhakathāya Bhayabheravasuttavaṇṇanā niṭṭhitā.
MAIN004-S168,MAIN004,25809,25810,5. Anaṅgaṇasuttavaṇṇanā
MAIN004-S169,MAIN004,25811,25817,57. Evaṃ me sutaṃ…pe… āyasmā sāriputtoti anaṅgaṇasuttaṃ.
MAIN004-S170,MAIN004,25818,25824,"Tatrāyaṃ anuttānapadavaṇṇanā – yathā cettha, evaṃ sabbasuttesu."
MAIN004-S171,MAIN004,25825,25831,Tasmā ito paraṃ ettakampi avatvā apubbapadavaṇṇanaṃyeva karissāma.
MAIN004-S172,MAIN004,25832,25833,Cattāroti gaṇanaparicchedo.
MAIN004-S173,MAIN004,25834,25837,Puggalāti sattā narā posā.
MAIN004-S174,MAIN004,25838,25853,"Ettāvatā ca puggalavādī mahātheroti na gahetabbaṃ, ayañhi āyasmā buddhaputtānaṃ seṭṭho, so buddhassa bhagavato desanaṃ avilomentoyeva deseti."
MAIN004-S175,MAIN004,25854,25861,"Sammutiparamatthadesanākathāvaṇṇanā Buddhassa bhagavato duvidhā desanā sammutidesanā, paramatthadesanā cāti."
MAIN004-S176,MAIN004,25862,25872,Tattha puggalo satto itthī puriso khattiyo brāhmaṇo devo māroti evarūpā sammutidesanā.
MAIN004-S177,MAIN004,25873,25881,"Aniccaṃ dukkhaṃ anattā, khandhā dhātū āyatanāni satipaṭṭhānāti evarūpā paramatthadesanā."
MAIN004-S178,MAIN004,25882,25897,"Tattha bhagavā ye sammutivasena desanaṃ sutvā atthaṃ paṭivijjhitvā mohaṃ pahāya visesaṃ adhigantuṃ samatthā, tesaṃ sammutidesanaṃ deseti."
MAIN004-S179,MAIN004,25898,25911,"Ye pana paramatthavasena desanaṃ sutvā atthaṃ paṭivijjhitvā mohaṃ pahāya visesamadhigantuṃ samatthā, tesaṃ paramatthadesanaṃ deseti."
MAIN004-S180,MAIN004,25912,25928,"Tatthāyaṃ upamā, yathā hi desabhāsākusalo tiṇṇaṃ vedānaṃ atthasaṃvaṇṇanako ācariyo ye damiḷabhāsāya vutte atthaṃ jānanti, tesaṃ damiḷabhāsāya ācikkhati."
MAIN004-S181,MAIN004,25929,25935,"Ye andhakabhāsādīsu aññatarāya, tesaṃ tāya tāya bhāsāya."
MAIN004-S182,MAIN004,25936,25944,Evaṃ te māṇavakā chekaṃ byattaṃ ācariyamāgamma khippameva sippaṃ uggaṇhanti.
MAIN004-S183,MAIN004,25945,25949,Tattha ācariyo viya buddho bhagavā.
MAIN004-S184,MAIN004,25950,25956,Tayo vedā viya kathetabbabhāvena ṭhitāni tīṇi piṭakāni.
MAIN004-S185,MAIN004,25957,25958,Desabhāsākosallamiva sammutiparamatthakosallaṃ.
MAIN004-S186,MAIN004,25959,25963,Nānādesabhāsā māṇavakā viya sammutiparamatthadesanāpaṭivijjhanasamatthā veneyyasattā.
MAIN004-S187,MAIN004,25964,25970,Ācariyassa damiḷabhāsādiācikkhanaṃ viya bhagavato sammutiparamatthavasena desanā veditabbā.
MAIN004-S188,MAIN004,25971,25983,"Āha cettha – ‘‘Duve saccāni akkhāsi, sambuddho vadataṃ varo; Sammutiṃ paramatthañca, tatiyaṃ nūpalabbhati."
MAIN004-S189,MAIN004,25984,25990,"Saṅketavacanaṃ saccaṃ, lokasammutikāraṇā; Paramatthavacanaṃ saccaṃ, dhammānaṃ bhūtakāraṇā."
MAIN004-S190,MAIN004,25991,25999,"Tasmā vohārakusalassa, lokanāthassa satthuno; Sammutiṃ voharantassa, musāvādo na jāyatī’’ti."
MAIN004-S191,MAIN004,26000,26015,"Apica aṭṭhahi kāraṇehi bhagavā puggalakathaṃ katheti – hirottappadīpanatthaṃ, kammassakatādīpanatthaṃ, paccattapurisakāradīpanatthaṃ, ānantariyadīpanatthaṃ, brahmavihāradīpanatthaṃ, pubbenivāsadīpanatthaṃ, dakkhiṇāvisuddhidīpanatthaṃ, lokasammutiyā appahānatthañcāti."
MAIN004-S192,MAIN004,26016,26031,"‘‘Khandhadhātuāyatanāni hirīyanti ottappantī’’ti hi vutte mahājano na jānāti, sammohamāpajjati, paṭisattu hoti ‘‘kimidaṃ khandhadhātuāyatanāni hirīyanti ottappanti nāmā’’ti."
MAIN004-S193,MAIN004,26032,26047,"‘‘Itthī hirīyati ottappati puriso khattiyo brāhmaṇo devo māro’’ti vutte pana jānāti, na sammohamāpajjati, na paṭisattu hoti."
MAIN004-S194,MAIN004,26048,26052,Tasmā bhagavā hirottappadīpanatthaṃ puggalakathaṃ katheti.
MAIN004-S195,MAIN004,26053,26059,‘‘Khandhā kammassakā dhātuyo āyatanānī’’ti vuttepi eseva nayo.
MAIN004-S196,MAIN004,26060,26064,Tasmā bhagavā kammassakatādīpanatthaṃ puggalakathaṃ katheti.
MAIN004-S197,MAIN004,26065,26073,‘‘Veḷuvanādayo mahāvihārā khandhehi kārāpitā dhātūhi āyatanehī’’ti vuttepi eseva nayo.
MAIN004-S198,MAIN004,26074,26078,Tasmā bhagavā paccattapurisakāradīpanatthaṃ puggalakathaṃ katheti.
MAIN004-S199,MAIN004,26079,26093,"‘‘Khandhā mātaraṃ jīvitā voropenti pitaraṃ arahantaṃ ruhiruppādakammaṃ karonti, saṅghabhedakammaṃ karonti, dhātuyo āyatanānī’’ti vuttepi eseva nayo."
MAIN004-S200,MAIN004,26094,26098,Tasmā bhagavā ānantariyadīpanatthaṃ puggalakathaṃ katheti.
MAIN004-S201,MAIN004,26099,26105,‘‘Khandhā mettāyanti dhātuyo āyatanānī’’ti vuttepi eseva nayo.
MAIN004-S202,MAIN004,26106,26110,Tasmā bhagavā brahmavihāradīpanatthaṃ puggalakathaṃ katheti.
MAIN004-S203,MAIN004,26111,26117,‘‘Khandhā pubbenivāsamanussaranti dhātuyo āyatanānī’’ti vuttepi eseva nayo.
MAIN004-S204,MAIN004,26118,26122,Tasmā bhagavā pubbenivāsadīpanatthaṃ puggalakathaṃ katheti.
MAIN004-S205,MAIN004,26123,26138,"‘‘Khandhā dānaṃ paṭiggaṇhanti dhātuyo āyatanānī’’ti vuttepi mahājano na jānāti, sammohamāpajjati, paṭisattu hoti ‘‘kimidaṃ khandhadhātuāyatanāni paṭiggaṇhanti nāmā’’ti."
MAIN004-S206,MAIN004,26139,26150,"‘‘Puggalā paṭiggaṇhanti sīlavanto kalyāṇadhammā’’ti vutte pana jānāti, na sammohamāpajjati, na paṭisattu hoti."
MAIN004-S207,MAIN004,26151,26155,Tasmā bhagavā dakkhiṇāvisuddhidīpanatthaṃ puggalakathaṃ katheti.
MAIN004-S208,MAIN004,26156,26165,"Lokasammutiñca buddhā bhagavanto nappajahanti, lokasamaññāya lokaniruttiyaṃ lokābhilāpe ṭhitāyeva dhammaṃ desenti."
MAIN004-S209,MAIN004,26166,26171,Tasmā bhagavā lokasammutiyā appahānatthampi puggalakathaṃ katheti.
MAIN004-S210,MAIN004,26172,26185,"Tasmā ayampi āyasmā lokavohārakusalatāya buddhassa bhagavato desanaṃ avilomento lokasammutiyaṃ ṭhatvāva cattārome, āvuso, puggalāti āha."
MAIN004-S211,MAIN004,26186,26192,Tasmā ettha paramatthavasena aggahetvā sammutivaseneva puggalo veditabbo.
MAIN004-S212,MAIN004,26193,26197,Santo saṃvijjamānāti lokasaṅketavasena atthi upalabbhamānā.
MAIN004-S213,MAIN004,26198,26199,Lokasminti sattaloke.
MAIN004-S214,MAIN004,26200,26206,Sāṅgaṇova samānotiādīsu pana aṅgaṇanti katthaci kilesā vuccanti.
MAIN004-S215,MAIN004,26207,26219,"Yathāha ‘‘tattha katamāni tīṇi aṅgaṇāni? Rāgo aṅgaṇaṃ, doso aṅgaṇaṃ, moho aṅgaṇa’’nti (vibha. 924)."
MAIN004-S216,MAIN004,26220,26233,"Katthaci yaṃkiñci malaṃ vā paṅko vā, yathāha ‘‘tasseva rajassa vā aṅgaṇassa vā pahānāya vāyamatī’’ti."
MAIN004-S217,MAIN004,26234,26241,"Katthaci tathārūpo bhūmibhāgo, so bodhiyaṅgaṇaṃ cetiyaṅgaṇantiādīnaṃ vasena veditabbo."
MAIN004-S218,MAIN004,26242,26247,Idha pana nānappakārā tibbakilesā ‘‘aṅgaṇa’’nti adhippetā.
MAIN004-S219,MAIN004,26248,26262,"Tathā hi vakkhati ‘‘pāpakānaṃ kho etaṃ, āvuso, akusalānaṃ icchāvacarānaṃ adhivacanaṃ, yadidaṃ aṅgaṇa’’nti (ma. ni. 1.60)."
MAIN004-S220,MAIN004,26263,26265,Saha aṅgaṇena sāṅgaṇo.
MAIN004-S221,MAIN004,26266,26269,Sāṅgaṇova samānoti sakilesoyeva santo.
MAIN004-S222,MAIN004,26270,26282,Atthi me ajjhattaṃ aṅgaṇanti yathābhūtaṃ nappajānātīti mayhaṃ attano cittasantāne kileso atthītipi na jānāti.
MAIN004-S223,MAIN004,26283,26295,‘‘Ime kilesā nāma kakkhaḷā vāḷā jahitabbā na gahitabbā visaduṭṭhasallasadisā’’ti evaṃ yāthāvasarasatopi na jānāti.
MAIN004-S224,MAIN004,26296,26301,"Yo atthīti ca jānāti, evañca jānāti."
MAIN004-S225,MAIN004,26302,26309,So ‘‘atthi me ajjhattaṃ aṅgaṇanti yathābhūtaṃ pajānātī’’ti vuccati.
MAIN004-S226,MAIN004,26310,26327,"Yassa pana na ca maggena samūhatā kilesā, na ca uppajjanti yena vā tena vā vāritattā, ayamidha anaṅgaṇoti adhippeto."
MAIN004-S227,MAIN004,26328,26357,"Natthi me ajjhattaṃ aṅgaṇanti yathābhūtaṃ nappajānātīti ‘‘mayhaṃ kilesā yena vā tena vā vāritattā natthi, na maggena samūhatattā’’ti na jānāti, ‘‘te uppajjamānā mahāanatthaṃ karissanti kakkhaḷā vāḷā visaduṭṭhasallasadisā’’ti evaṃ yāthāvasarasatopi na jānāti."
MAIN004-S228,MAIN004,26358,26374,"Yo pana ‘‘iminā kāraṇena natthī’’ti ca jānāti, evañca jānāti, so ‘‘natthi me ajjhattaṃ aṅgaṇanti yathābhūtaṃ pajānātī’’ti vuccati."
MAIN004-S229,MAIN004,26375,26387,"Tatrāti tesu catūsu puggalesu, tesu vā dvīsu sāṅgaṇesu, yvāyanti yo ayaṃ, yāyantipi pāṭho."
MAIN004-S230,MAIN004,26388,26399,"58. Ko nu kho, āvuso, sāriputta, hetu ko paccayoti ubhayenāpi kāraṇameva pucchati."
MAIN004-S231,MAIN004,26400,26419,"Yenimesanti yena hetunā yena paccayena imesaṃ dvinnaṃ eko seṭṭhapuriso eko hīnapurisoti akkhāyati, so ko hetu ko paccayoti evamettha sambandho veditabbo."
MAIN004-S232,MAIN004,26420,26433,"Tattha kiñcāpi ‘‘nappajānāti pajānātī’’ti evaṃ vuttaṃ, pajānanā nappajānanāti idameva ubhayaṃ hetu ceva paccayo ca."
MAIN004-S233,MAIN004,26434,26444,59. Thero pana attano vicitrapaṭibhānatāya taṃ pākaṭataraṃ katvā dassetuṃ puna tatrāvusotiādimāha.
MAIN004-S234,MAIN004,26445,26451,Tattha tassetaṃ pāṭikaṅkhanti tassa puggalassa etaṃ pāṭikaṅkhitabbaṃ.
MAIN004-S235,MAIN004,26452,26461,"Idameva esa pāpuṇissati, na aññanti icchitabbaṃ, avassaṃ bhāvīti vuttaṃ hoti."
MAIN004-S236,MAIN004,26462,26468,‘‘Na chandaṃ janessatī’’tiādinā nayena vuttaṃ achandajananādiṃ sandhāyāha.
MAIN004-S237,MAIN004,26469,26480,Tattha ca na chandaṃ janessatīti appajānanto tassa aṅgaṇassa pahānatthaṃ kattukamyatāchandaṃ na janessati.
MAIN004-S238,MAIN004,26481,26498,"Na vāyamissatīti tato balavataraṃ vāyāmaṃ na karissati, na vīriyaṃ ārabhissatīti thāmagatavīriyaṃ pana neva ārabhissati, na pavattessatīti vuttaṃ hoti."
MAIN004-S239,MAIN004,26499,26503,Sāṅgaṇoti imehi rāgādīhi aṅgaṇehi sāṅgaṇo.
MAIN004-S240,MAIN004,26504,26512,Saṃkiliṭṭhacittoti tehiyeva suṭṭhutaraṃ kiliṭṭhacitto malīnacitto vibādhitacitto upatāpitacitto ca hutvā.
MAIN004-S241,MAIN004,26513,26515,Kālaṃ karissatīti marissati.
MAIN004-S242,MAIN004,26516,26518,Seyyathāpīti yathā nāma.
MAIN004-S243,MAIN004,26519,26520,Kaṃsapātīti kaṃsalohabhājanaṃ.
MAIN004-S244,MAIN004,26521,26522,Ābhatāti ānītā.
MAIN004-S245,MAIN004,26523,26532,Āpaṇā vā kammārakulā vāti āpaṇato vā kaṃsapātikārakānaṃ kammārānaṃ gharato vā.
MAIN004-S246,MAIN004,26533,26535,Rajenāti āgantukarajena paṃsuādinā.
